Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3578,Male,High,9,4/29/1996,05/12/2000,1681,33.49,20.6,21.75,140.5,125,15.6,31.22,29.31,29.29,19.03,15.22,149.5,32.33,29.23,18.12,30.65,116,24.57,23.53,14.26,24.92,11.85,11.55,10.96,10.29,16.34,15.73,25.93,8.61,10.68,7.82,172,167.5,20.51,16.75,39.08,200,41.81,15.32,12.27,26.97,21.48,23.76,123,20.31,19.75,12.35,23.75,11.2,10.55,10.17,9.23,16.32,15.11,23.84,28.15,18.47,15.53,56.34,16.68,14.07,23.05,23.24,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3579,Female,Low,9,4/30/1996,06/12/2000,1681,33.45,19.81,19.52,135,120.5,14.99,31.19,28.56,27.62,18.9,13.99,139,30.65,28.06,16.97,29.31,115,23.62,22.86,13.88,24.75,11.6,11.25,10.98,10.56,16.25,15.84,25.7,5.31,9.43,5.04,163,162,21.11,16.22,38.99,191,41.83,15.08,12.18,26.18,21.51,23.23,125,20.55,20.22,11.38,23.91,11.1,10.35,10.51,9.61,16.41,15.43,23.98,29.05,18.75,16.21,56.07,16.86,13.59,22.96,23.61,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3580,Castrate,Low,5,5/10/1998,13/12/2000,948,32.36,19.67,20.56,135,119,13.67,29.85,28.55,28.36,18.89,14.93,148,30.96,28.09,16.21,29.12,124,23.54,22.47,13.3,25.84,11.8,11.6,11.28,10.92,16.12,15.74,25.02,7.19,9.26,6.03,168,165.5,21.18,15.7,39.35,197,42.06,14.6,11.59,25.98,20.14,24.02,137,21.42,21.1,12.01,24.77,11.4,10.65,10.47,9.83,16.4,15.4,24.49,28.55,18.85,15.99,57.62,16.22,12.78,22.89,22.97,fu,u,fu,fu,u,fo,fu,fg,fo,u,u,fo,fo,u,fu,fu,fu,fu,fu,fu,fu,fu
3581,Castrate,Low,5,5/9/1998,13/12/2000,949,31.6,19.94,19.39,135,120,14.49,30.15,28.54,28.46,18.5,14.68,149,31.19,28.69,16.73,28.7,118,23.7,23.14,13.79,26.16,11.85,11.45,10.39,9.5,16.13,15.44,26.41,6.82,7.26,6.44,165,164.5,21.37,16.28,36.25,194.5,40.59,14.77,11.03,26.37,20.81,22.99,129,20.57,20.54,11.76,25.47,11.4,10.6,9.2,8.77,15.93,15.32,24.46,28.61,18.93,15.89,56.28,16,14.04,22.55,22.52,fu,fg,fu,fu,u,fu,fu,fo,fo,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3582,Male,High,1,23/05/00,04/12/2000,195,30.51,18.8,17.8,121.5,110,13.78,29.91,27.97,27.54,17.87,14.87,126,29.38,28.1,15.53,29.19,105.5,23.37,22.93,12.75,24.29,11.1,10.95,10.15,9.53,15.74,15.07,25.99,8.5,9.41,7.69,148,149,21.12,15.43,36.74,169,38.6,13.36,10.22,25.38,19.94,22.78,112,19.99,19.91,11.07,23.77,10.95,10.2,9.7,9.12,16.01,15.27,24.26,28.48,18.34,15.9,52.69,15.81,12.53,22.35,22.81,fu,u,fo,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3583,Male,High,7,5/12/1997,05/12/2000,1303,34.72,22.26,22.25,143,126,17.16,34.21,31.21,30.82,20.53,15.57,154,34.64,31.32,20.06,32.99,118,24.61,23.48,15.49,27.15,12.35,12.25,10.57,10.08,16.25,15.6,28.01,10.22,11.26,9.6,168.5,166.5,21.18,18.85,42.59,196.5,45.03,16.75,12.93,28.57,22.82,25.29,124.5,21.58,21.34,12.84,25.93,11.55,10.95,10.16,9.26,16.24,15.48,25.59,29.72,19.92,16.2,58.07,17.37,13.49,23.9,24,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3584,Female,Low,9,5/1/1996,06/12/2000,1680,30.4,19.39,17.84,126.5,113.5,14.28,29.65,27.49,27.31,17.75,14.12,138,30.88,27.66,16.07,27.83,107.5,22.21,21.25,13.15,24.49,11.1,11,9.84,9.54,14.91,14.36,24.04,5.99,8.75,5.51,154.5,153,19.29,15.99,35.94,184.5,39.68,14.09,11.56,25.23,19.87,22.69,113.5,19.53,19.42,11.39,23.42,10.65,9.75,9.26,8.72,14.92,14.13,22.61,27.3,17.76,15.02,49.4,15.75,13.91,21.92,21.55,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3585,Castrate,Low,9,4/26/1996,06/12/2000,1685,33.29,19.63,20.76,140,125,14.32,29.91,27.67,27.6,17.71,14.42,147.5,31.16,27.68,18.33,28.36,113.5,23.24,22.15,14.38,24.52,11.3,11.3,9.83,9.07,15.05,14.63,24.79,5.82,7.65,5.85,168,166,20.04,16.77,37.44,196,40.44,14.94,11.6,25.09,20.34,22.6,121.5,20.1,19.67,12.14,22.79,10.9,10.05,8.52,8.1,14.71,13.79,23.01,27.09,17.58,14.7,52.94,14.93,13.66,21.59,21.35,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3586,Female,Low,5,5/3/1998,12/12/2000,954,30.93,21.15,18.46,133.5,119,14.59,30.06,28.1,27.82,18.36,14.86,143,30.35,28.83,16.95,29.39,111,23.26,22.44,13.25,24.59,11.65,10.9,10.22,9.63,15.3,14.81,24.55,5.98,7.5,4.04,155.5,156,20.3,16.65,37.48,186,40.33,14.14,11.13,25.77,19.92,22.82,117.5,20.23,20.13,11.23,23.61,11.15,10.15,9.56,8.92,15.44,14.35,23.52,28.15,18.06,15.78,52.12,15.53,12.69,21.99,22.66,fu,fo,fu,fu,fo,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3587,Female,High,3,5/11/1999,13/12/2000,582,31.43,20.74,18.26,138,123.5,14.84,31.02,28.64,28.32,17.72,14.35,146,31.6,29.08,17.82,30.21,118.5,23.58,22.85,13.82,25.19,11.8,11.3,10.63,9.88,15.86,14.98,24.32,5.06,7.72,5.41,167.5,166.5,19.75,17.69,38.28,199.5,41.48,15.61,11.81,26.01,19.42,22.55,127,20.18,20.02,11.72,23.73,10.85,9.95,9.61,8.87,15.72,14.77,23.15,26.67,18.01,14.78,52.57,16.54,12.31,20.81,21.78,fu,fg,fu,fu,fo,fu,fu,fo,fo,u,fg,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3588,Castrate,Low,3,5/21/1999,13/12/2000,572,31.6,19.06,18.65,132,118.5,13.67,30.53,28.26,27.75,17.78,14.25,143,30.43,28.23,15.73,29.03,119,23.76,22.95,13.17,25.02,11.95,11.15,10.63,10.11,16.34,15.51,25.54,7.17,7.72,6.34,158,157,19.87,15.62,36.53,196,38.84,14.4,11.4,25.78,21.09,23.1,127.5,20.68,20.16,11.35,23.64,11.2,10.15,9.53,9.04,16.27,15.3,23.63,28.22,18.57,15.41,54.5,15.6,12.77,21.94,23.03,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,u,u,fo,fo,fu,fu,fu,fu
3589,Female,Low,5,5/9/1998,13/12/2000,949,33.36,18.99,19.56,131.5,117,15.03,29.48,27.77,27.2,18.31,15.02,134.5,31.13,27.94,16.9,28.15,115,22.62,22.05,13.93,24.28,11.1,10.6,10.92,10.01,15.94,15.22,24.71,4.35,7.83,4.64,159,155,20.02,16.64,36.12,187.5,39.17,15.03,11.35,25.47,19.82,22.18,124.5,19.21,19.04,11.54,22.84,10.4,9.4,9.8,9.27,15.96,14.94,22.7,27.01,18.16,15.11,51.75,15.58,12.56,21.02,21.71,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3590,Male,Low,1,22/05/00,04/12/2000,196,31.1,17.7,16.71,112,103,12.42,29.4,27.6,26.65,18.36,14.68,120,28.63,26.84,14.94,28.64,104.5,22.51,22.01,13.08,23.43,10.8,10.45,10.66,10.05,15.43,14.79,25.71,7.38,8.17,8.56,135.5,138,19.76,14.12,35.84,166,38.79,13.08,10.62,25.14,20.02,22.46,110.5,19.99,19.96,10.89,23.05,10.65,9.5,9.61,9.28,15.49,14.53,24.32,27.1,17.53,15.12,50.64,15.25,12.39,20.8,21.61,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3591,Male,High,5,5/9/1998,05/12/2000,941,33.68,20.91,22.13,139,122.5,15.61,32.65,30.49,30.2,18.99,15.31,155.5,33.98,31.36,19.02,32.22,118,24.87,23.85,14.79,27.06,12.5,11.65,11.5,11.02,16.8,16.27,28.34,9.13,10.46,8.55,166,165,20.79,16.27,39.85,198.5,44.32,15.87,11.99,27.31,21.57,24.37,127,21.37,21.2,12.42,25.73,11.7,10.8,10.82,10.1,16.73,15.65,26.03,28.62,19.47,16.24,55.03,17.17,13.78,23.34,23.26,fu,fo,fu,fu,fo,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3592,Male,Low,1,17/05/00,04/12/2000,201,31.41,18.53,16.58,123,112,12.22,29.28,27.61,26.82,18.29,14.6,125,28.81,27.63,14.56,28.46,107,22.25,22.13,11.66,24.16,11.35,10.75,10.81,10.08,16.14,15.4,25.29,7.44,8.41,8.02,149,150.5,20.9,14.65,36.47,171,38.81,12.44,10.5,25.71,19.86,22.6,116.5,20.04,19.97,10.37,23.43,10.95,9.8,10.03,9.11,16.2,15.02,24.16,29.11,18.51,15.67,51.74,14.87,13.04,22.35,23.03,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3593,Female,Low,7,5/9/1997,12/12/2000,1313,31.78,19.84,19.67,128,114.5,14.53,30.41,28.48,28.03,18.19,14.32,133,31.45,28.73,17.81,29.71,115,22.24,21.79,13.47,24.88,11.6,11.5,10.59,10.12,15.75,15.34,23.79,5.97,8.7,6.07,158,156.5,20.5,15.96,37.9,185,40.06,15,11.05,26.14,19.66,23.07,125,19.71,18.98,11.71,23.88,11.25,10.7,9.57,9.37,15.72,15.18,22.85,26.81,18.05,15.15,52.42,15.55,13.11,22.35,22.77,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3594,Castrate,High,9,5/16/1996,11/12/2000,1670,33.37,21.04,20.51,134,119,15.25,31.06,28.76,28.1,18.68,13.83,146.5,30.88,28.2,17.24,29.03,119,23.4,22.21,14.24,25.04,11.65,11.15,10.93,10.19,16.32,15.65,25.27,6.88,9.76,8.11,166.5,163,19.89,17.76,38.28,199,40.96,15.23,12.16,26.65,20.24,23.29,130,20.17,20.14,11.93,24.5,11.35,10.4,9.81,9.08,16.05,15.15,24.15,27.98,18.49,15.49,56.44,16.35,12.93,22.97,22.76,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3595,Female,High,9,5/30/1996,11/12/2000,1656,31.26,19.14,19.7,136.5,118.5,14.92,29.55,27.49,27.03,17.78,14.04,143.5,30.73,28.25,17.09,29.26,110,22.63,21.53,13.49,25.28,11.45,11.25,10.26,9.34,15.08,14.39,26.07,4.79,7.98,4.8,161,159,19.78,16.38,35.54,188.5,39.63,14.19,11.67,24.86,20.53,22.29,117,19.45,18.99,11.3,23.13,10.5,9.9,9.47,8.44,14.72,13.77,23.12,27.21,17.43,14.66,52.28,15.3,12.3,21.17,21.32,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3596,Female,High,9,5/8/1996,11/12/2000,1678,29.79,19.99,18.96,123,109,14.31,31.31,27.43,27.27,17.68,13.47,130.5,30.52,27.61,17.35,28.27,105.5,22.22,21.21,13.03,23.76,10.85,10.75,9.96,9.69,14.37,14.28,23.95,4.74,8.04,5.94,152.5,149.5,18.89,16.08,36.07,174.5,39.63,14.81,11.51,24.7,19.21,21.58,113.5,18.94,18.88,11.22,22.81,10.55,9.75,9.85,9.34,14.61,13.84,22.11,25.82,16.99,14.42,51.83,15.15,12.17,20.34,20.77,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3597,Female,Low,7,5/8/1997,11/12/2000,1313,32.07,20.16,19.47,133.5,121.5,14.72,30.15,27.04,26.1,18.27,13.94,142,29.55,26.91,16.18,28.31,115,22.61,22.21,12.72,24.59,11.2,10.9,10.62,9.73,15.19,14.52,24.74,4.53,8.5,5.15,164,163.5,19.94,15.92,37.95,194,40.55,14.06,10.82,23.84,19.51,22.37,122,20.16,19.9,11.14,23.79,10.85,9.9,9.93,9.18,15.21,14.07,23.24,26.47,17.87,15.24,54.73,15.32,12.65,21.91,21.36,fu,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3598,Male,Low,3,5/8/1999,06/12/2000,578,33.19,19.36,17.64,128,116,13.6,29.41,27.83,27.34,18.23,14.94,137.5,29.88,27.22,16.49,29.04,113.5,23.07,22.46,13.7,24.64,11.45,11.25,10.58,10.03,15.6,15.17,25.88,7.27,9.98,6.98,156,155.5,19.77,14.63,36.64,185,38.96,14.31,11.35,24.59,20.13,21.96,121,19.82,19.75,11.77,23,11.1,9.9,9.93,9.05,15.41,14.47,24.63,27.62,17.47,14.98,55.03,15.35,13,22.29,22.15,fu,fg,fu,fu,u,u,fu,u,u,u,u,fo,u,u,fo,fo,fo,fo,fo,fo,fo,fu
3599,Male,Low,7,5/10/1997,05/12/2000,1305,32.75,21.35,19.88,133,119,15.06,31.04,28.81,27.69,18.5,14.9,138,30.74,27.67,17.44,29.69,107.5,22.97,22.19,13.16,24.76,11.75,11.35,9.71,9.06,15.01,14.49,25.69,7.45,8.68,6.35,163,158.5,20.08,16.52,38.24,185,41.34,14.28,11.66,25.01,20.03,22.39,112.5,19.34,19.3,11.09,22.71,10.8,9.95,8.79,8.11,14.72,13.65,22.95,26.75,18.33,15.06,52.42,14.91,12.16,21.04,21,fu,fo,fu,fu,fo,fu,fu,fo,fo,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3600,Female,High,5,5/9/1998,13/12/2000,949,33.5,21.37,21.52,137.5,121,16.37,31.8,29.44,29.28,19.01,15.16,143.5,32.49,30.13,18.89,31.23,116,24.57,23.28,14.35,26.36,12.15,11.4,11.06,10.22,16.54,15.81,27.42,6.34,9.43,5.02,168,166,22.01,17.45,38.67,194.5,42.67,16.05,12.18,27.43,21.46,24.77,125,20.75,20.66,11.99,25.39,11.65,10.5,10.15,9.55,16.62,15.61,25.65,29.66,19.29,16.44,55.89,17.06,13.66,23.72,23.47,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3601,Male,Low,9,4/28/1996,05/12/2000,1682,36.2,24.04,21.9,145.5,128.5,16.52,34.12,31.54,30.83,21.65,16.12,150.5,34.73,31.08,19.1,32.35,116,25.55,24.61,15.77,28.09,12.8,12.45,11.38,10.55,16.74,16.25,28.04,8.73,10.08,10.05,172.5,171.5,21.28,19.19,43.68,198,47.35,17.2,13.2,29.02,22.58,25.29,126,21.87,20.8,12.96,26.75,12.1,11.4,10.45,9.86,16.93,15.89,26.4,30.39,19.84,17.01,60.75,17.56,14.43,24.24,25.29,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3602,Female,Low,9,5/1/1996,06/12/2000,1680,31.75,19.93,19.26,132,116,13.98,30.32,28.27,27.77,18.59,14.2,141,30.95,28.14,16.51,29.06,107.5,22.35,21.8,13.09,24.5,11.45,11.1,10.2,10.03,15.43,14.9,24.31,4.39,8.75,4.5,156.5,156.5,19.83,15.48,36.87,186.5,40.85,13.97,11.48,25.94,19.86,22.69,114,19.68,19.67,11.25,23.45,11,9.8,9.65,8.76,15.21,14.26,22.34,28.08,17.81,15.35,52.26,15.29,13.62,22.13,22.13,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3603,Female,High,9,5/16/1996,11/12/2000,1670,31.86,19.16,17.61,135,120,14.47,30.14,27.4,26.99,17.47,14.51,139,30.84,27.65,17.32,28.16,110,22.08,21.32,12.92,23.32,11,10.45,10.15,9.58,14.9,14.28,23.87,4.69,7.5,4.51,159,158,19.37,15.92,35.7,183.5,39.8,14.38,11.15,24.51,19.78,21.93,118.5,19.17,18.97,10.91,22.74,10.2,9.7,9.28,8.89,14.68,14.04,21.85,27.32,17.18,14.66,52.91,15.3,12.52,21.1,21.17,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3604,Castrate,High,7,5/4/1997,11/12/2000,1317,34.92,22.06,22.22,151.5,135.5,17.1,33.23,31.63,31.53,20.16,16.23,162,35.83,32.67,19.43,32.88,126,24.88,24.35,15.48,27.15,12.45,12,11.9,11.08,17.78,17.31,26.09,7.34,8.73,7.91,182.5,180,21.52,18.69,41.94,219,45.09,17.17,11.81,29.27,21.34,24.39,138,21.28,21.08,13.21,25.94,12.05,10.85,10.86,10.51,17.91,16.68,25.34,28.96,19.28,16.39,58.21,17.42,13.76,23.45,24.47,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3605,Female,High,5,5/2/1998,12/12/2000,955,29.88,19.64,17.63,129,115.5,14.41,29.46,26.71,26.45,17.97,13.83,143,29.55,27,16.13,27.33,117.5,21.7,20.93,12.62,24.23,11.3,11,10.19,9.71,15.54,15.28,24.42,4.9,8.31,4.7,158,156,19.18,15.7,36.51,192,38.48,14.14,11.38,25.63,19.93,22.77,126,19.63,19.37,11.07,22.93,10.8,9.95,9.43,9.16,15.65,14.97,22.76,26.34,18.86,15.08,52.89,14.57,12.31,21.11,21.31,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3606,Castrate,Low,9,5/1/1996,06/12/2000,1680,35.29,22.12,20.75,146.5,133,15.83,33.13,30.14,29.66,19.66,15.33,156.5,33.3,30.05,18.2,31.51,128.5,24.58,23.44,14.42,26.18,12.15,11.75,11.88,11.26,17.18,16.5,26,6.83,9.21,6.52,176,175,21.91,17.34,39.73,214,42.5,16.07,12.35,27.59,21.8,24.54,140,21.96,21.53,12.2,24.44,11.6,10.5,10.87,10.28,17.04,16.03,24.64,28.11,20.12,15.86,57.21,16.69,13.93,23.07,23.18,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3607,Castrate,Low,7,5/23/1997,12/12/2000,1299,34.18,20.71,21.5,142.5,127,15.87,33.22,30.96,30.37,19.64,15.8,155,33.48,30.73,18.35,31.57,121,24.75,24.17,14.88,27.26,12.55,12.15,10.84,9.75,16.7,15.94,27.44,7.51,9,5.89,173,172.5,21.85,17.88,40.13,203,42.72,16.41,12.05,27.51,21.31,25.23,131,21.66,21.55,13.12,26.01,12.1,11.25,10.14,9.19,16.98,15.75,25.58,28.63,20.22,16.54,58.14,16.97,13.76,24.04,22.87,fu,fo,fu,fu,fo,fu,fu,fo,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3608,Castrate,High,5,5/1/1998,12/12/2000,956,33.78,20.6,21.29,134.5,120.5,16.29,31.14,29.3,29.15,19.29,15.16,147,32.22,29.28,18.67,31.66,124.5,23.84,23.1,15.68,25.2,11.4,11.2,11.33,11.17,16.45,16.13,26.62,6.92,9.86,6.55,163,162.5,20.64,17.26,39.26,198,42.27,15.88,12.12,28.53,21.16,23.47,135,20.94,20.23,13.01,23.88,10.95,9.7,10.85,10.29,16.65,15.7,24.48,28.54,19.37,16,57.17,17.46,13.39,23.06,23.36,fu,fg,fu,fu,u,fu,fu,fu,fu,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3609,Female,High,7,4/30/1997,11/12/2000,1321,31.12,19.1,17.61,132.5,119,14.24,28.49,26.68,26.17,17.96,14.42,139,30.58,27.82,15.95,27.98,110,21.52,20.87,12.88,22.61,10.55,10.1,10.59,10.04,15.14,14.58,22.55,4.76,7.78,6.61,159.5,159.5,19.79,15.44,36.33,186,39.32,14.38,10.84,24.66,19.56,21.18,120,19.55,18.66,11.12,22.58,10.6,9.4,9.57,8.56,15.07,13.96,21.6,27.58,17.41,14.93,53.03,15.33,11.93,21.47,21.37,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3610,Castrate,Low,3,5/28/1999,13/12/2000,565,30.9,19.76,17.92,127,113,13.61,29.82,27.7,26.79,18.11,14.61,135,29.26,26.74,15.75,28.51,116.5,22.52,21.82,13.09,24.55,11.45,11.1,10.47,9.85,15.96,15.34,25.11,6.08,7.42,5.36,156.5,155.5,19.81,16.28,36.79,179,39.52,13.54,10.87,25.56,20.12,23.08,127,19.79,19.74,11.01,23.4,10.8,10.05,9.6,8.72,15.81,14.82,23.43,27.39,18.09,15.3,53.91,16.01,11.29,21.46,21.23,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fu,fo,fu,fu,fu,fu
3611,Female,Low,5,5/11/1998,13/12/2000,947,33.23,20.11,19.17,142.5,126,14.93,31.62,29.18,28.81,18.12,14.59,148,31.25,28.5,17.32,29.8,118,23.82,23.14,14.03,25.6,11.4,11.4,10.49,10.32,16.16,15.96,25.99,5.21,8.38,5.13,170.5,167.5,21.36,17.14,38.18,195,42.71,15.07,12.31,26.49,21.67,23.81,125,20.87,20.85,11.92,24.74,10.95,10.55,9.76,9.5,16.04,15.6,24.17,27.83,19.1,15.8,55.5,16.74,12.92,22.44,22.99,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3612,Female,High,3,5/22/1999,13/12/2000,571,32.03,20.83,18.78,138.5,126.5,15.26,31.43,29.29,28.67,19.34,15.12,151,31.08,29.05,17.65,30.13,123.5,23.59,23.13,14.25,26.75,12.15,11.6,10.76,10.32,16.73,16.13,26.21,5.59,8.26,4.3,170.5,170,21.51,17.64,38.38,201,41.15,15.59,12.06,27.74,21.57,24.21,133,20.61,20.33,12.33,25.52,11.95,10.9,10.52,9.35,16.96,15.85,24.86,29.05,19.43,17.17,56.24,16.75,13.61,23.01,23,fu,fo,fu,fu,u,fu,fu,fo,fo,fg,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3613,Castrate,Low,1,17/05/00,04/12/2000,201,31.43,20.37,16.48,124,113.5,13.06,30.18,28.87,27.75,18.03,14.66,128,29.51,28.53,14.82,29.46,108,23.25,22.62,12.95,25.06,11.75,11.05,10.56,9.98,16.1,15.43,26.58,8.4,9.29,6.83,148.5,150,20.99,15.01,37.71,175.5,39.82,13.27,10.43,26.48,20.67,22.82,120,20.23,20.16,11.26,24.55,11.2,10.35,10.04,10,16.2,15.51,25.29,29.17,18.78,17.12,53.44,16.01,13.99,22.84,22.73,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3614,Female,High,5,5/2/1998,12/12/2000,955,31.05,18.17,18.96,127,112,14.03,28.69,26.67,26.41,18,13.64,135,30.35,27.53,16.99,27.21,112,21.71,20.98,13.5,22.98,10.85,10.3,10.46,9.82,15.36,14.84,23.28,4.69,8.58,4.78,157,155,19.09,16.5,37.32,183.5,39.64,15.07,10.98,25.27,19.85,21.26,119.5,19.04,18.86,11.12,22.02,10.7,9.35,9.99,9.16,15.69,14.59,21.74,25.47,17.32,14.76,51.61,15.46,12.84,20.88,20.81,fu,fu,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3615,Male,Low,5,5/4/1998,05/12/2000,946,33.93,21.06,21.91,144.5,131,16.47,31.46,29.69,28.71,20.1,14.8,156,33.14,29.83,19.21,31.1,123.5,24.58,23.81,15.78,25.76,12,11.5,11.58,10.48,16.79,15.87,26.39,9.24,11.4,7.9,176,178,21.69,19.15,39.64,208,43.26,16.49,13.18,27.44,21.53,23.72,130.5,21.56,21.33,13.24,24.81,11.7,10.25,10.9,9.76,17.09,15.83,24.8,28.86,19.05,15.99,55.93,17.23,12.74,22.22,23.11,fu,fg,fu,fu,fo,fu,fu,fu,fu,fo,fg,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3616,Female,Low,5,5/4/1998,12/12/2000,953,32.18,21.31,19.09,132,117,14.83,31.02,28.25,28.06,18.42,14.42,137.5,31.33,28.85,17.07,29.85,114.5,24.16,23.41,13.96,25.46,11.85,11.65,10.82,10.22,15.91,15.38,25.75,4.63,8.3,3.95,155,153.5,19.66,16.13,38.04,182.5,41.3,14.41,11.26,25.9,20.78,22.37,123,20.69,20.68,11.54,24.07,11.25,10.15,10.06,9.03,15.9,14.74,23.65,27.98,18.3,15.57,53.9,16.3,12.54,21.94,22.69,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
